layer,row,col,value
fc1,76,10,0.0557387
fc1,77,0,-0.336334
fc1,77,1,-0.136001
fc1,77,2,-0.0828228
fc1,77,3,-0.0294335
fc1,77,4,-0.151007
fc1,77,5,-0.186756
fc1,77,6,0.0879033
fc1,77,7,-0.204671
fc1,77,8,0.205417
fc1,77,9,-0.220523
fc1,77,10,0.230021
fc1,78,0,0.361815
fc1,78,1,0.0637478
fc1,78,2,-0.124675
fc1,78,3,0.0879998
fc1,78,4,-0.221225
fc1,78,5,0.126883
fc1,78,6,-0.140173
fc1,78,7,0.085249
fc1,78,8,0.0598218
fc1,78,9,-0.182904
fc1,78,10,-0.185197
fc1,79,0,0.0442912
fc1,79,1,0.147531
fc1,79,2,0.04295
fc1,79,3,0.255788
fc1,79,4,-0.139441
fc1,79,5,0.145762
fc1,79,6,-0.191813
fc1,79,7,-0.252533
fc1,79,8,-0.143457
fc1,79,9,0.131217
fc1,79,10,-0.0943515
fc1,80,0,-0.101849
fc1,80,1,-0.194518
fc1,80,2,-0.199315
fc1,80,3,0.242298
fc1,80,4,0.250317
fc1,80,5,-0.0824793
fc1,80,6,-0.164908
fc1,80,7,-0.196819
fc1,80,8,-0.236947
fc1,80,9,0.142887
fc1,80,10,0.15745
fc1,81,0,0.0853635
fc1,81,1,0.121653
fc1,81,2,-0.0168245
fc1,81,3,0.0100563
fc1,81,4,0.205108
fc1,81,5,0.0195717
fc1,81,6,-0.0728053
fc1,81,7,-0.247943
fc1,81,8,-0.0149577
fc1,81,9,-0.226652
fc1,81,10,0.0951963
fc1,82,0,0.325788
fc1,82,1,0.0610785
fc1,82,2,0.0938155
fc1,82,3,0.134068
fc1,82,4,0.0378525
fc1,82,5,-0.160679
fc1,82,6,-0.120613
fc1,82,7,-0.0434035
fc1,82,8,0.20817
fc1,82,9,-0.209035
fc1,82,10,-0.241547
fc1,83,0,0.0793993
fc1,83,1,-0.0893753
fc1,83,2,-0.100118
fc1,83,3,0.159956
fc1,83,4,-0.179221
fc1,83,5,0.119567
fc1,83,6,-0.225234
fc1,83,7,0.261278
fc1,83,8,-0.0846665
fc1,83,9,-0.126442
fc1,83,10,0.0162417
fc1,84,0,0.0342802
fc1,84,1,-0.152581
fc1,84,2,0.0860028
fc1,84,3,-0.023776
fc1,84,4,-0.026309
fc1,84,5,0.146459
fc1,84,6,0.120501
fc1,84,7,0.198804
fc1,84,8,0.0868753
fc1,84,9,-0.140716
fc1,84,10,-0.0389
fc1,85,0,0.099224
fc1,85,1,-0.0542075
fc1,85,2,-0.196568
fc1,85,3,-0.114382
fc1,85,4,0.199851
fc1,85,5,0.0496315
fc1,85,6,-0.0363422
fc1,85,7,-0.222424
fc1,85,8,0.0306175
fc1,85,9,-0.141036
fc1,85,10,0.258601
fc1,86,0,0.082565
fc1,86,1,-0.0510333
fc1,86,2,-0.0253035
fc1,86,3,0.114023
fc1,86,4,0.146638
fc1,86,5,-0.197602
fc1,86,6,0.00164875
fc1,86,7,0.00447975
fc1,86,8,0.129696
fc1,86,9,0.15219
fc1,86,10,-0.0363958
fc1,87,0,-0.0392057
fc1,87,1,-0.181704
fc1,87,2,-0.02467
fc1,87,3,-0.044987
fc1,87,4,0.139485
fc1,87,5,0.178378
fc1,87,6,-0.00299825
fc1,87,7,0.173918
fc1,87,8,0.119418
fc1,87,9,-0.17098
fc1,87,10,0.0028915
fc1,88,0,-0.0790695
fc1,88,1,-0.250676
fc1,88,2,0.160468
fc1,88,3,0.154568
fc1,88,4,0.31465
fc1,88,5,-0.0347577
fc1,88,6,-0.099254
fc1,88,7,-0.025851
fc1,88,8,0.011751
fc1,88,9,0.0163785
fc1,88,10,-0.104177
fc1,89,0,0.164491
fc1,89,1,-0.140463
fc1,89,2,-0.240982
fc1,89,3,0.0822752
fc1,89,4,0.0820162
fc1,89,5,-0.137925
fc1,89,6,0.155184
fc1,89,7,-0.233328
fc1,89,8,0.009165
fc1,89,9,-0.113311
